symbol,actual1_T
A,132.14
AAPL,276.49
ABBV,217.01
ABNB,124.61
ABT,108.19
ACCO,4.075
ACGL,100.13
ACN,241.62
ADBE,279.71
ADI,320.44
ADM,67.3
ADP,234.67
ADSK,243.41
ADV,0.7711
AEE,104.725
AENT,7.12
AEP,119.98
AES,15.735
AFL,113.6
AHCO,10.03
AHL,37.37
AIG,76.39
AII,18.39
AIZ,240.9
AJG,249.72
AKAM,91.92
ALAB,144.67
ALB,168.57
ALGN,161.3
ALIT,1.595
ALK,56.16
ALL,207.17
ALLE,173.12
AMCR,48.595
AMD,200.19
AME,227.89
AMGN,366.2
AMP,545.47
AMT,176.6
AMTM,36.43
AMZN,232.99
ANET,130.38
AON,350.22
AOS,78.385
APA,27.38
APD,286.56
APH,129.99
APO,132.85
APPF,184.15
APTV,81.02
ARCO,8.91
ARDT,8.56
ARE,55.31
ASIX,18.17
ASML,1339.13
ATO,171.93
ATR,129.15
AVB,177.78
AVGO,308.05
AVNW,25.57
AVY,193.125
AWK,124.29
AXON,430.65
AXP,353.67
AZO,3722.405
BA,235.85
BAC,55.41
BALL,64.8
BAX,21.03
BBY,68.51
BDX,207.9
BEN,27.83
BETA,18.01
BG,117.18
BHVN,10.98
BIIB,185.45
BILL,37.215
BKNG,4607.13
BKR,59.17
BLK,1077.15
BMRN,57.62
BMY,57.63
BR,190.12
BRO,74.03
BRZE,19.47
BSX,75.39
BTM,0.8735
BWMX,18.0
BX,134.61
BXP,63.72
C,117.47
CAG,19.805
CAH,206.81
CAL,13.42
CARR,63.66
CAT,691.84
CB,329.47
CBOE,271.04
CBRE,165.85
CBZ,37.5
CCI,86.15
CCJ,114.82
CCL,32.09
CDE,20.77
CDNS,271.42
CEG,250.46
CF,94.71
CFG,66.6
CG,58.39
CHA,11.18
CHD,100.615
CHE,443.67
CHMI,2.585
CHTR,224.18
CI,271.57
CIVI,27.38
CL,94.38
CLDX,24.27
CLS,276.13
CLX,117.85
CMCSA,30.5
CME,294.62
CMI,605.13
CMPS,6.37
CMS,71.57
CNC,40.94
CNP,40.34
COF,225.455
COIN,168.62
CON,22.94
COO,80.92
COP,107.67
COR,330.3
COST,978.35
COUR,6.065
CPAY,300.19
CPB,28.43
CPRT,40.16
CPRX,25.06
CPT,108.67
CRL,201.62
CRM,199.385
CRNT,2.33
CRNX,47.43
CRTO,18.52
CRWD,415.36
CSCO,81.16
CSGP,52.34
CSTM,24.3
CSX,39.85
CTAS,192.61
CTRA,30.52
CTSH,76.71
CTVA,75.125
CVE,20.275
CVNA,392.69
CVS,75.215
CVX,181.24
CWAN,23.465
CWT,44.93
CZR,21.95
D,62.315
DAL,70.85
DAR,47.965
DASH,195.83
DAVA,5.565
DAY,69.86
DBRG,15.46
DD,47.815
DDI,8.73
