symbol,actual1_T
A,129.64
AAPL,275.91
ABBV,219.02
ABNB,121.27
ABT,109.08
ACCO,4.01
ACGL,101.98
ACN,233.58
ADBE,269.39
ADI,322.12
ADM,65.43
ADP,233.99
ADSK,238.06
ADV,0.7327
AEE,104.81
AENT,6.33
AEP,120.61
AES,15.59
AFL,117.47
AHCO,10.49
AHL,37.34
AIG,75.96
AII,18.37
AIZ,242.46
AJG,242.75
AKAM,91.49
ALAB,142.82
ALB,156.48
ALGN,175.62
ALIT,1.55
ALK,55.26
ALL,215.19
ALLE,175.83
AMAT,303.99
AMCR,46.78
AMD,192.5
AME,229.79
AMGN,367.8
AMP,535.02
AMT,171.49
AMTM,36.4
AMZN,222.69
ANET,128.67
AON,343.36
AOS,78.11
APA,26.48
APD,283.5
APH,127.63
APO,126.08
APPF,177.36
APTV,79.72
ARCO,8.55
ARDT,8.58
ARE,55.14
ASIX,17.84
ASML,1350.16
ATO,171.5
ATR,123.98
AVB,169.7
AVGO,310.51
AVNW,25.78
AVY,192.88
AWK,125.68
AXON,399.65
AXP,354.62
AZO,3605.03
BA,236.95
BAC,54.94
BALL,66.19
BAX,21.77
BBY,68.18
BDX,206.51
BEN,26.91
BETA,15.8
BG,113.94
BHVN,10.76
BIIB,185.36
BILL,35.68
BK,120.51
BKNG,4443.42
BKR,57.36
BLDR,120.06
BLK,1054.8
BMRN,57.15
BMY,59.52
BR,193.54
BRO,72.67
BRZE,17.73
BSX,77.64
BTM,0.7803
BWMX,17.68
BX,126.83
BXP,63.17
C,115.74
CAG,19.55
CAH,227.18
CAL,12.58
CARR,63.1
CAT,678.31
CB,331.28
CBOE,275.28
CBRE,166.18
CBZ,38.21
CCI,78.37
CCJ,109.28
CCL,31.45
CDE,19.11
CDNS,270.14
CDW,140.77
CEG,247.06
CF,91.32
CFG,66.62
CG,55.41
CHA,10.6
CHD,100.6
CHE,453.4
CHMI,2.54
CHRW,197.44
CHTR,223.53
CI,284.53
CINF,171.5
CIVI,
CL,94.88
CLDX,22.58
CLS,294.89
CLX,117.61
CMCSA,30.85
CME,297.38
CMG,38.45
CMI,540.65
CMPS,5.71
CMS,72.86
CNC,39.92
CNNE,14.18
CNP,40.22
COF,216.93
COIN,146.12
CON,23.53
COO,80.1
COP,104.98
COR,352.16
COST,989.29
COUR,5.98
CPAY,335.0
CPB,28.71
CPRT,39.88
CPRX,23.91
CPT,106.57
CRL,183.7
CRM,189.97
CRNT,2.23
CRNX,44.79
CRTO,18.89
CRWD,377.16
CSCO,82.36
CSGP,50.99
CSTM,23.35
CSX,39.87
CTAS,194.11
CTRA,30.31
CTSH,76.84
CTVA,72.47
CVE,19.72
CVLT,81.34
CVNA,383.69
CVS,76.33
CVX,179.23
CWAN,23.48
CWT,45.12
CZR,20.31
D,62.52
DAL,69.78
DAR,47.23
DASH,183.86
DAVA,5.09
DAY,69.86
DBRG,15.43
DD,45.68
DDI,8.43
DDL,2.74
DDOG,106.73
DE,565.73
DECK,111.17
DELL,115.39
DG,144.9
DGX,192.3
DHI,158.13
DHR,215.75
DIS,104.97
DLR,164.65
DLTR,119.6
DOC,16.68
DOV,217.55
DOW,30.6
DOX,71.13
DPZ,393.43
DRI,213.56
DTE,136.14
DUK,123.41
DUOL,114.34
DVA,149.22
DVN,43.17
DXCM,69.89
EA,197.93
EBAY,86.52
ECL,287.19
ED,108.87
EEFT,71.84
EFX,191.01
EG,325.89
EHC,99.56
EIX,63.71
EL,96.66
ELV,332.25
EMN,76.08
EMR,150.94
ENOV,21.79
ENPH,47.27
EOG,112.49
EPAM,177.47
EQIX,807.56
EQR,61.77
EQT,55.33
ERIE,285.62
ES,67.73
ESS,251.49
ETN,354.67
ETR,96.89
EVH,2.89
EVRG,77.57
EW,78.1
EXC,44.06
EXE,109.37
EXPD,163.78
EXPE,231.3
EXR,138.54
F,13.72
FANG,164.78
FAST,47.33
FCX,59.22
FDS,209.18
FDX,363.96
FE,46.99
FFIV,271.21
FICO,1357.34
FINV,5.13
FIS,50.82
FITB,53.79
FLOC,21.26
FOXA,65.92
FRT,104.85
FSLR,234.36
FTNT,78.93
FTV,60.2
GD,352.05
GDDY,96.15
GDEV,15.19
GDYN,7.06
GE,306.37
GEHC,82.31
GEN,22.43
GEV,737.53
GILD,149.37
GIS,48.37
GL,146.95
GLW,112.79
GM,83.3
GNRC,172.37
GOOGL,331.25
GPC,146.21
GPCR,73.21
GPN,71.26
GRMN,198.69
GRND,9.92
GS,890.41
GWW,1183.15
HAL,33.84
HAS,95.43
HBAN,19.02
HBM,23.5
HCA,513.76
HD,382.37
HIG,142.3
HII,369.38
HLF,16.69
HLT,308.72
HOLX,74.7
HON,233.85
HPE,22.71
HPQ,19.15
HQY,79.22
HRL,25.09
HRTG,26.63
HSIC,77.0
HST,19.0
HSY,224.38
HTO,53.6
HUBB,487.4
HUBS,223.49
HUM,193.55
HWM,209.63
IBM,289.89
ICE,168.29
IDXX,643.59
IDYA,31.77
IEX,212.94
IFF,73.43
IIIV,19.92
IMCR,30.92
IMVT,24.06
IMXI,15.52
INCY,102.76
INSW,58.62
INTC,48.24
INTU,434.91
INVH,26.41
IP,44.37
IQV,180.96
IR,96.0
IRM,88.95
ISRG,476.32
IT,152.03
ITGR,85.23
ITW,288.29
IVZ,25.77
J,143.73
JANX,12.18
JBHT,225.25
JBL,241.83
JCI,132.52
JKHY,176.96
JNJ,237.79
JPM,310.16
K,
KDP,28.01
KELYA,10.8
KEY,22.7
KEYS,221.52
KHC,24.445
KIM,21.69
KINS,16.13
KKR,99.17
KLAC,1331.03
KMB,104.26
KMI,30.33
KMX,45.47
KNF,76.24
KO,78.51
KOP,31.5
KR,66.67
KRO,5.82
KVUE,18.07
KVYO,18.85
L,110.89
LDOS,186.08
LEGN,16.7
LEN,115.37
LFST,6.54
LH,278.23
LHX,342.22
LII,517.15
LIN,459.69
LKQ,34.35
LLY,1020.84
LMT,609.18
LNT,66.83
LNTH,64.86
LOW,274.89
LRCX,213.31
LULU,170.09
LUV,52.51
LVO,4.18
LVS,56.94
LW,47.48
LYB,53.88
LYV,138.28
MA,551.89
MAA,130.72
MANH,138.28
MAR,326.45
MAS,71.11
MATV,13.89
MAX,8.43
MCD,323.48
MCHP,78.04
MCK,957.8
MCO,457.7
MD,20.83
MDB,326.5
MDLZ,60.31
MDT,102.95
MDXG,5.03
MET,75.32
META,670.21
MGM,36.28
MHK,131.01
MKC,66.98
MKTX,162.83
MLM,670.95
MMM,165.08
MNKD,5.51
MNST,81.75
MNTN,7.88
MO,65.39
MOH,176.84
MOS,27.76
MPAA,12.79
MPC,195.83
MPWR,1155.99
MRK,119.75
MRNA,40.87
MRVL,74.21
MS,175.84
MSCI,565.9
MSFT,393.67
MSI,417.15
MTB,233.94
MTCH,30.85
MTD,1382.85
MTDR,45.75
MU,382.89
NAVN,10.015
NCLH,21.7
NDAQ,85.51
NDSN,282.57
NEE,89.21
NEM,108.53
NESR,20.13
NFLX,80.87
NI,43.93
NKE,62.7
NMAX,6.07
NOC,696.5
NOW,102.63
NRDS,10.3
NRG,144.44
NSC,306.91
NTAP,99.59
NTRS,147.48
NUE,186.5
NVDA,171.88
NVR,8044.79
NWS,27.39
NWSA,24.21
NX,20.36
NXPI,222.13
O,63.36
ODFL,202.14
OKE,80.46
OMC,69.12
ON,63.1
ORCL,136.48
ORLY,92.86
OTIS,91.24
OXY,45.09
PACS,36.87
PANW,154.77
PAR,21.58
PAYC,131.59
PAYX,98.17
PBH,65.55
PCAR,127.42
PCG,16.28
PEG,79.79
PEP,167.53
PFE,26.49
PFG,95.5
PFGC,90.12
PG,158.61
PGR,207.56
PH,967.62
PHM,134.05
PHR,12.59
PKG,231.91
PLD,136.14
PLNT,90.61
PLTR,130.01
PM,182.0
PMTS,12.7
PNC,238.51
PNR,94.97
PNW,94.59
PODD,243.15
POOL,257.54
PPG,124.42
PPL,35.67
PRCT,27.4
PRU,99.82
PSA,282.82
PSX,154.43
PTC,153.94
PWR,477.72
PYPL,39.9
QCOM,136.3
QUAD,6.18
RARE,23.79
RCI,36.74
RCKT,3.0
RCL,326.09
REAX,3.05
REG,75.48
REGN,766.63
RF,30.5
RJF,167.44
RL,338.66
RMD,267.05
RMNI,3.2
ROK,406.7
ROL,64.47
ROP,351.0
ROST,189.23
RSG,218.72
RTX,195.97
RVTY,99.52
SBAC,180.51
SBUX,96.07
SCHW,102.0
SHOP,111.24
SHW,361.04
SJM,109.28
SLB,49.51
SLGN,48.87
SLNO,39.58
SLP,14.14
SLVM,49.7
SMCI,30.85
SMP,43.76
SNA,370.8
SNDX,20.15
SNPS,410.44
SO,91.08
SOLV,76.98
SPB,75.43
SPG,197.26
SPGI,451.71
SPNT,20.49
SPRY,9.67
SRE,86.66
SSTK,17.94
STE,243.81
STLD,193.02
STT,128.71
STX,405.45
STZ,165.57
SW,43.17
SWK,85.57
SWKS,60.92
SYF,73.99
SYK,362.42
