symbol,actual1_T
A,132.15
AAPL,269.48
ABBV,225.62
ABNB,122.075
ABT,109.0
ACCO,3.985
ACGL,96.82
ACN,241.22
ADBE,271.93
ADI,311.29
ADM,67.36
ADP,235.08
ADSK,240.79
ADV,0.9775
AEE,104.005
AENT,7.02
AEP,120.67
AES,16.095
AFL,112.05
AHCO,9.96
AHL,37.34
AIG,74.1
AII,19.0
AIZ,241.08
AJG,247.67
AKAM,91.79
ALAB,158.52
ALB,170.54
ALGN,157.05
ALIT,1.535
ALK,52.64
ALL,201.825
ALLE,167.84
AMCR,43.75
AMD,242.11
AME,228.905
AMGN,338.59
AMP,530.04
AMT,173.14
AMTM,36.23
AMZN,238.62
ANET,139.3
AON,346.72
AOS,76.35
APA,26.46
APD,277.68
APH,146.995
APO,126.88
APPF,184.01
APTV,78.19
ARCO,8.415
ARDT,8.51
ARE,53.82
ASIX,17.25
ASML,1395.88
ATO,168.8
ATR,124.69
AVB,174.19
AVGO,320.33
AVNW,22.43
AVY,186.81
AWK,125.82
AXON,451.29
AXP,349.71
AZO,3671.14
BA,233.065
BAC,54.43
BALL,61.75
BAX,19.915
BBY,65.58
BDX,206.42
BEN,26.995
BETA,19.24
BG,116.91
BHVN,11.39
BIIB,176.76
BILL,37.04
BKNG,4644.64
BKR,58.0
BLK,1069.84
BMRN,57.61
BMY,55.95
BR,185.99
BRO,71.96
BRZE,18.93
BSX,91.59
BTM,0.9695
BWMX,18.12
BX,133.86
BXP,62.75
C,117.69
CAG,19.105
CAH,218.02
CAL,12.855
CARR,61.19
CAT,702.65
CB,313.5
CBOE,268.41
CBRE,163.4
CBZ,36.985
CCI,84.4
CCJ,126.12
CCL,31.94
CDE,20.32
CDNS,289.19
CEG,268.45
CF,92.47
CFG,64.86
CG,58.27
CHA,11.04
CHD,98.795
CHE,432.98
CHMI,2.62
CHTR,212.74
CI,275.34
CIVI,27.38
CL,93.13
CLDX,25.17
CLS,297.4
CLX,115.0
CMCSA,29.76
CME,293.07
CMI,602.95
CMPS,6.59
CMS,71.79
CNC,42.49
CNP,40.19
COF,223.27
COIN,179.66
CON,22.82
COO,79.33
COP,104.93
COR,361.87
COST,977.92
COUR,5.855
CPAY,292.24
CPB,26.9
CPRT,38.94
CPRX,25.22
CPT,106.9
CRL,201.395
CRM,196.29
CRNT,2.36
CRNX,49.96
CRTO,18.23
CRWD,421.73
CSCO,83.11
CSGP,51.73
CSTM,24.56
CSX,39.15
CTAS,190.73
CTRA,28.935
CTSH,74.5
CTVA,74.96
CVE,19.955
CVNA,410.505
CVS,76.795
CVX,178.06
CWAN,23.705
