symbol,actual1_T
A,133.85
AAPL,259.48
ABBV,223.01
ABNB,129.37
ABT,109.3
ACCO,3.91
ACGL,96.04
ACN,263.64
ADBE,293.25
ADI,310.88
ADM,67.31
ADP,246.82
ADSK,252.87
ADV,1.08
AEE,103.28
AENT,6.91
AEP,119.775
AES,14.65
AFL,110.95
AHCO,10.05
AHL,37.33
AIG,74.88
AII,18.69
AIZ,238.13
AJG,249.37
AKAM,97.15
ALAB,150.62
ALB,170.63
ALGN,163.03
ALIT,1.53
ALK,50.83
ALL,198.99
ALLE,165.39
AMCR,44.25
AMD,236.73
AME,223.98
AMGN,341.88
AMP,527.19
AMT,179.28
AMTM,35.78
AMZN,239.3
ANET,141.74
AON,349.64
AOS,73.49
APA,26.41
APD,272.5
APH,144.08
APO,134.54
APPF,189.88
APTV,75.75
ARCO,8.18
ARDT,8.17
ARE,54.64
ASIX,15.84
ASML,1423.0
ATO,166.34
ATR,124.95
AVB,177.67
AVGO,331.3
AVNW,21.81
AVY,185.51
AWK,129.13
AXON,483.58
AXP,352.17
AZO,3704.29
BA,233.72
BAC,53.2
BALL,56.87
BAX,20.07
BBY,65.1
BDX,203.48
BEN,26.62
BETA,21.5
BG,113.88
BHVN,11.83
BIIB,179.89
BILL,43.17
BKNG,5001.84
BKR,56.04
BLK,1118.94
BMRN,56.54
BMY,55.05
BR,197.11
BRO,72.1
BRZE,20.82
BSX,93.53
BTM,1.02
BWMX,17.96
BX,142.42
BXP,64.67
C,115.71
CAG,18.51
CAH,214.88
CAL,12.22
CARR,59.58
CAT,657.36
CB,309.56
CBOE,265.06
CBRE,170.33
CBZ,39.35
CCI,86.81
CCJ,123.39
CCL,30.02
CDE,20.44
CDNS,296.36
CEG,280.68
CF,93.23
CFG,62.98
CG,58.78
CHA,11.72
CHD,96.25
CHE,427.14
CHMI,2.69
CHTR,206.12
CI,274.11
CIVI,27.38
CL,90.29
CLDX,24.6
CLS,280.99
CLX,112.79
CMCSA,29.75
CME,289.06
CMI,578.82
CMPS,6.69
CMS,71.49
CNC,43.32
CNP,39.69
COF,218.93
COIN,194.74
CON,22.18
COO,81.38
COP,104.23
COR,359.22
COST,940.25
COUR,6.06
CPAY,314.63
CPB,27.98
CPRT,40.58
CPRX,24.3
CPT,109.05
CRL,210.48
CRM,212.29
CRNT,2.3
CRNX,49.94
CRTO,19.17
CRWD,441.405
CSCO,78.32
CSGP,61.5
CSTM,22.47
CSX,37.76
CTAS,191.39
CTRA,28.85
CTSH,82.06
CTVA,72.8
CVE,19.72
CVNA,401.11
CVS,74.52
CVX,176.9
CWAN,24.09
CWT,44.7
CZR,20.7
D,60.17
DAL,65.89
DAR,45.66
DASH,204.62
DAVA,6.32
DAY,69.27
DBRG,15.39
DD,43.92
DDI,8.46
DDL,2.86
DDOG,129.32
DE,528.0
DECK,119.34
DELL,114.44
DG,143.43
DHI,148.84
DHR,218.89
DIS,112.8
DLR,165.95
DLTR,117.59
DOC,17.24
DOV,201.49
DOW,27.55
DOX,81.94
DPZ,410.33
DRI,199.35
DTE,134.38
DUK,121.35
DUOL,134.06
DVA,109.34
DVN,40.21
DXCM,73.04
EA,203.92
EBAY,91.22
ECL,281.99
ED,106.63
EEFT,72.46
EFX,201.4
EG,331.28
EIX,62.28
EL,115.28
ELV,345.74
EMN,69.32
EMR,146.96
ENOV,22.04
ENPH,36.98
EOG,112.13
EPAM,208.6
EQIX,820.93
EQR,62.32
EQT,57.73
ERIE,283.01
ESS,251.87
ETN,351.42
ETR,95.89
EVH,3.21
EVRG,76.73
EW,81.36
EXE,112.41
EXR,137.97
F,13.88
FANG,163.95
FAST,43.36
FCX,60.23
FDS,254.36
FDX,322.25
FE,47.34
FICO,1463.17
FINV,5.13
FIS,55.25
FITB,50.22
FLOC,20.9
FOXA,72.78
FRT,101.16
FSLR,225.52
FTNT,81.26
FTV,52.81
GD,351.09
GDDY,100.52
GDEV,16.825
GDYN,8.27
GE,306.79
GEHC,78.97
GEN,23.99
GEV,726.37
GILD,141.95
GIS,46.26
GL,140.22
GLW,103.25
GM,84.0
GNRC,168.04
GOOGL,338.0
GPC,138.99
GPCR,88.45
GRMN,201.64
GRND,11.32
GS,935.41
GWW,1079.94
HAL,33.52
HBAN,17.48
HBM,23.68
HCA,488.27
HD,374.59
HLF,17.24
HLT,298.51
HON,227.52
HPE,21.52
HQY,85.67
HRL,24.61
HRTG,26.07
HSIC,75.48
HSY,194.75
HTO,52.04
HUM,195.2
HWM,208.08
IBM,306.7
IDYA,32.19
IFF,69.81
IIIV,22.21
IMCR,32.55
IMVT,26.0
IMXI,15.46
INCY,100.07
INSW,59.65
INTC,46.47
INTU,498.92
INVH,26.73
IP,40.32
IQV,230.15
IRM,92.13
ISRG,504.22
IT,209.61
ITGR,86.86
ITW,261.26
IVZ,27.29
JANX,13.71
JBHT,202.72
JBL,237.19
JCI,119.26
JKHY,179.21
JPM,305.89
KELYA,10.79
KEY,21.52
KEYS,216.33
KHC,23.74
KIM,21.08
KINS,15.45
KKR,114.26
KMB,99.99
KNF,67.17
KO,74.81
KOP,29.46
KR,62.85
KRO,5.25
KVUE,17.4
KVYO,22.21
LDOS,188.28
LEN,109.35
LFST,7.07
LII,495.08
LIN,456.97
LKQ,32.85
LLY,1037.15
LNT,65.91
LNTH,66.92
LOW,267.06
LRCX,233.46
LULU,174.5
LUV,47.52
LVO,4.81
LVS,52.73
LW,45.93
LYB,49.0
LYV,145.45
MA,538.79
MAA,134.3
MANH,151.01
MAR,315.3
MAS,66.09
MATV,12.05
MAX,10.23
MCD,315.0
MCHP,75.92
MCK,831.21
MCO,515.56
MD,21.38
MDB,371.33
MDLZ,58.47
MDT,102.96
MDXG,5.11
META,716.5
MGM,33.54
MHK,118.38
MKC,61.83
MKTX,169.23
MLM,651.95
MMM,153.16
MNKD,5.78
MNST,80.76
MNTN,9.2
MO,61.99
MOH,179.59
MOS,27.5
MPAA,12.43
MPC,176.19
MPWR,1124.15
MRK,110.27
MRNA,44.07
MRVL,78.92
MS,182.8
MSCI,609.22
MSFT,430.29
MSI,402.54
MTB,221.57
MTCH,31.15
MTDR,45.24
MU,414.88
NAVN,11.48
NCLH,21.96
NDAQ,96.89
NDSN,274.53
NEE,87.9
NEM,112.35
NESR,19.68
NFLX,83.49
NI,44.29
NKE,61.81
NMAX,6.9
NOC,692.26
NOW,117.01
NRDS,12.06
NRG,152.63
NSC,291.24
NTAP,96.35
NTRS,149.43
NUE,177.72
NVDA,191.13
NVR,7635.73
NWS,31.1
NWSA,27.03
NX,18.72
NXPI,226.14
O,61.16
OKE,79.19
OMC,77.04
ORCL,164.58
ORLY,98.41
OTIS,85.42
OXY,45.39
PACS,33.76
PANW,176.97
PAR,26.21
PAYC,134.75
PAYX,103.13
PBH,64.47
PCAR,122.91
PCG,15.42
PEG,82.36
PEP,153.63
PFE,26.44
PFG,94.72
PFGC,95.45
PG,151.77
PGR,208.0
PH,935.84
PHM,125.09
PHR,13.43
PKG,222.55
PLD,130.56
PLNT,91.04
PLTR,146.59
PM,179.44
PMTS,12.99
PNC,223.3
PNR,105.37
PNW,93.56
POOL,254.09
PPG,115.63
PPL,36.25
PRCT,28.96
PRU,111.11
PSA,276.19
PSX,143.56
PTC,156.13
PWR,474.63
PYPL,52.69
QCOM,151.59
QUAD,6.12
RARE,24.07
RCI,37.81
RCKT,3.48
RCL,324.65
REG,72.87
REGN,741.45
RF,28.5
RJF,165.86
RL,353.41
RMD,258.31
RMNI,3.45
ROK,421.65
ROL,63.34
ROP,371.23
ROST,188.65
RSG,215.09
RTX,200.93
RVTY,108.8
SBAC,184.11
SBUX,91.95
SCHW,103.92
SHOP,131.23
SHW,354.64
SJM,104.86
SLB,48.38
SLGN,43.15
SLP,16.89
SLVM,48.94
SMCI,29.11
SMP,39.93
SNA,366.11
SNDX,20.31
SNPS,465.115
SO,89.31
SPB,63.71
SPG,191.31
SPGI,527.79
SPNT,20.41
SPRY,9.99
SRE,87.01
SSTK,19.85
STE,262.6
STLD,179.57
STT,130.86
STX,407.69
STZ,156.7
SW,41.63
SWKS,55.76
SYF,72.63
SYK,369.56
SYY,83.85
T,26.21
TAP,48.04
TBLA,4.0
TCOM,61.37
TDG,1427.54
TDY,620.3
TEAD,0.6731
TECH,64.09
TEL,222.78
TFC,51.42
TGT,105.47
TJX,149.81
TKO,202.58
TME,16.78
TMO,578.61
TNC,76.09
TPL,348.36
TPR,126.91
TRGP,200.98
TRMB,67.6
TROW,105.68
TRV,284.51
TRVG,2.86
TSCO,50.88
TSLA,430.41
TSN,65.33
TT,420.58
TTAN,78.34
TTD,30.33
TTWO,220.3
TWLO,120.46
TX,41.84
TXG,20.2
TXN,215.55
TXO,12.07
TXT,88.06
UAL,102.32
UBER,80.05
UDR,37.15
UHS,201.26
UIS,2.63
ULTA,647.36
UNH,286.93
UNP,235.1
UPS,106.22
UPWK,20.03
URI,782.06
USB,56.11
UTL,50.91
UTZ,10.54
V,321.83
VCEL,35.98
VERA,43.26
VIA,23.25
VICI,28.08
VLO,181.43
VLTO,98.98
VMC,300.54
VRSN,244.23
VRTX,469.9
VST,158.35
VTR,77.67
VTRS,13.09
VZ,44.52
W,103.49
WAB,230.14
WAT,370.72
WBD,27.54
WDAY,175.63
WDC,250.23
WEC,110.67
WELL,188.36
WFC,90.49
WM,222.24
WMB,67.26
WMT,119.14
WSM,204.65
WST,231.12
WY,25.78
WYNN,107.45
XEL,76.06
XOM,141.4
XPO,148.11
XYL,137.87
XYZ,60.43
YUM,155.5
ZBH,87.07
ZM,92.1
ZTS,124.82
