symbol,actual1_T
AAPL,286.19
ACCO,3.49
ADV,0.9129
AENT,6.59
AHCO,9.43
AHL,37.02
AII,20.55
ALAB,142.94
ALIT,2.23
ALK,42.66
AMTM,28.72
AMZN,234.42
ARCO,7.59616666666667
ARDT,8.88
ASIX,15.35
ASML,1108.78
ATR,121.6
AVGO,380.845005846244
AVNW,20.77
AXON,537.75
BA,205.38
BHVN,8.83
BIIB,180.18
BILL,50.25
BMRN,53.89
BRZE,29.27
BTM,1.44
BWMX,14.58
CAL,12.5339325842697
CBZ,49.76
CCJ,88.23
CDE,16.55
CG,54.04
CHA,15.2201501706485
CHE,429.54
CHMI,2.38641509433962
CIVI,28.775237258348
CLDX,26.67
CLS,304.29
CMPS,4.94
CON,20.52
COP,89.29
COUR,8.2
CPRX,22.62
CRM,234.331942648277
CRNT,1.94
CRNX,45.01
CRTO,19.43
CSTM,16.89
CTRA,26.39
CVE,17.4264755865847
CVNA,382.18
CVS,77.0006791049253
CWAN,21.04
CWT,44.75
DAR,37.01
DAVA,6.05
DBRG,9.49381107491857
DDI,9.22
DDL,1.79
DDOG,156.48
DHR,226.275619146722
DIS,104.123217367853
DOX,74.4625849920407
DUOL,182.61
DVN,37.0143971436419
DXCM,64.45
EEFT,74.13
EFX,208.67
ENOV,29.38
ERIE,294.441747902674
EVH,3.88
FANG,155.98
FINV,4.93
FLOC,17.23
FSLR,262.56
GDEV,21.2
GDYN,8.74
GE,288.986105020196
GOOGL,315.598742394801
GPCR,32.12
HAL,26.744069640914
HBM,16.44
HLF,12.45
HQY,98.88
HRTG,28.2
HTO,47.45
IBM,301.78
IDYA,33.69
IMCR,36.17
IMVT,22.02
IMXI,15.3
INSW,50.6601984914649
ITGR,69.99
JANX,15.86
KELYA,8.71
KINS,14.82
KNF,74.01
KO,70.67
KOP,29.22
KRO,4.65
LFST,6.3
LKQ,29.18
LNTH,58.55
LVO,4.76
LW,59.05
MA,545.086034940407
MANH,176.98
MATV,12.22
MAX,12.72
MD,23.81
MDB,401.99
MDLZ,55.4747229891404
MDXG,6.72
META,646.575757482235
MNKD,5.59
MPAA,12.85
MRVL,92.8230763688761
MSFT,490.0
MTDR,42.95
MU,239.3964762212
NESR,13.94
NRDS,15.93
NVDA,181.450105240198
NX,13.20426625387
PACS,31.47
PAR,33.74
PEP,147.16644553323
PFE,24.7353335889571
PFGC,94.22
PG,144.840569339474
PMTS,13.65
PRCT,29.53
PRU,107.85
QUAD,5.82
RARE,33.47
RCI,38.310857723331
RCKT,3.09
SBUX,85.2
SHOP,156.83
SLB,36.0861107440201
SLGN,39.22
SLP,19.53
SLVM,47.28604588673
SMCI,32.92
SMP,37.08
SNDX,18.79
SNPS,449.35
SPB,57.43
SPGI,491.21
SPNT,21.1
SPRY,9.04
SSTK,19.3852469135802
STZ,136.957276754189
TBLA,4.06
TCOM,70.19
TEAD,0.6276
TNC,72.4
TRVG,3.12
TSLA,429.24
TWLO,129.77
TX,37.68
TXG,17.94
TXO,12.61
UAL,104.38
UBER,87.57
UHS,238.68
UIS,2.63
UPWK,20.53
UTL,49.96
UTZ,9.30380253502335
VCEL,37.65
VERA,37.25
W,101.41
WDAY,213.06
WELL,203.2
WMT,112.184093727284
XPO,135.35
ZBH,93.8918005053279
ZM,84.56
ZTS,123.907130968732
